organization_name,organization_url,category,num_projects,irc_channel,contact_email,technologies,topics,project_title,project_short_description,project_description,student_name,project_code_url,project_url
52°North Initiative for Geospatial Open Source Software GmbH,https://52north.org/,Science and medicine,2,https://wiki.52north.org/Projects/GSoC#Contact,mailto:gsoc@52north.org,"javascript, android, java, web","earth observation, floating car data, ogc, web processing, sensorweb",Improve enviroCar Android User Interface & User Experience,"UI and UX design is a subject of great importance in app development. The three pillars of my contribution to the enviroCar project are as follows:-
...","<p>UI and UX design is a subject of great importance in app development. The three pillars of my contribution to the enviroCar project are as follows:-</p>
<ol>
<li>Redesign of UI to improve User Interaction</li>
<li>UX overhaul to ease usability</li>
<li>Updating the libraries used in the project</li>
</ol>
",Shiva Kanth Sujit,https://docs.google.com/document/d/1rvXsV9-EOg9JxAEGUwSmw5JjZ3ed8hM0zzWIC9y7BPM/edit?usp=sharing,https://summerofcode.withgoogle.com/archive/2019/projects/6188010670915584/
52°North Initiative for Geospatial Open Source Software GmbH,https://52north.org/,Science and medicine,2,https://wiki.52north.org/Projects/GSoC#Contact,mailto:gsoc@52north.org,"javascript, android, java, web","earth observation, floating car data, ogc, web processing, sensorweb",WPS .NET Library & ArcGIS Pro Add-In,Many professional Windows desktop applications are created with .NET technologies thanks to its close ties with its home native environment. Some...,"<p>Many professional Windows desktop applications are created with .NET technologies thanks to its close ties with its home native environment. Some software like ArcGIS Pro need to consume different APIs, in this scenario a WPS library written with C# will be needed to create an Add-In for the software, allowing its users to fetch complex geographical data from various web services providers.</p>
",Mihai Stan,https://gist.github.com/Mehigh17/75a510cdac567a320d6ed1ed8cd43c5a,https://summerofcode.withgoogle.com/archive/2019/projects/5881826277588992/
AboutCode.org,https://aboutcode.org,Other,3,https://gitter.im/aboutcode-org/discuss,,"python, javascript, nlp, automaton, search","package managers, license-scan, oss licensing, copyright, license compliance",Approximately Similar file detection in DeltaCode,DeltaCode is a tool to compare and report scan differences. It takes JSON files as an input which is the output of ScanCode-toolkit as well. When...,"<p>DeltaCode is a tool to compare and report scan differences. It takes JSON files as an input which is the output of ScanCode-toolkit as well. When comparing files, it only uses the exact comparison. By exact comparison, I mean it compares the hash value of the files. The output of DeltaCode is a JSON/CSV file which includes the details of the scan such as delta score, delta count, etc. The goal of this project is to improve the usefulness of the delta by also finding files that are mostly the same (e.g. quasi or near duplicates) vs. files that are completely different. After this project, DeltaCode would be able to detect similar files in a directory approximately.</p>
",Arnav Mandal,https://github.com/nexB/deltacode/wiki/Approximately-Similar-File-Detection-GSoC-2019-Final-Report,https://summerofcode.withgoogle.com/archive/2019/projects/6338690152923136/
AboutCode.org,https://aboutcode.org,Other,3,https://gitter.im/aboutcode-org/discuss,,"python, javascript, nlp, automaton, search","package managers, license-scan, oss licensing, copyright, license compliance",Packaging  and Docker Image Creation,About Code software scancode-toolkit currently is not available as distro's package and there is no official docker image available  which is must...,"<p>About Code software scancode-toolkit currently is not available as distro's package and there is no official docker image available  which is must for software distribution to large user-base.
The goal of the project is to create and submit the scancode-toolkit  packages for Debian &amp; RPM along with creation of docker image.</p>
",AyushJain0402,https://aj4ayushjain.github.io/opensource/gsoc/2019/08/25/GSOC-final-submission.html,https://summerofcode.withgoogle.com/archive/2019/projects/5455090473762816/
AboutCode.org,https://aboutcode.org,Other,3,https://gitter.im/aboutcode-org/discuss,,"python, javascript, nlp, automaton, search","package managers, license-scan, oss licensing, copyright, license compliance",Port Scancode to Python 3,Since Python 2.7 will retire in few months and no longer maintained.So it needs to be ported to python 3 and it must passed on both version of...,"<p>Since Python 2.7 will retire in few months and no longer maintained.So it needs to be ported to python 3 and it must passed on both version of Python.The main difference that makes Python 3 better than Python 2.x is that the support for unicode is greatly improved in Python 3 .This will also be useful for scancode as scancode has users in more than 100 languages and it's easy to translate strings from unicode to other languages. Therefore the goal of this project is to  make scancode-toolkit installable on Python 3.6.x + just as it install with python 2.7.</p>
",Abhishek_Kumar,https://github.com/nexB/scancode-toolkit/wiki/Google-Summer-of-Code--2019,https://summerofcode.withgoogle.com/archive/2019/projects/5165116964732928/
AerospaceResearch.net,http://www.aerospaceresearch.net,Science and medicine,7,https://aerospaceresearch.zulipchat.com/,mailto:gsoc2019@aerospaceresearch.net,"python, c/c++, java, vhdl, boinc","distributed computing, space applications, software defined radio, cubesats, simulations",Ksat: Visualizing multi-dimensional evolution on system and subsystem level,Optimization of complex systems is one of the biggest challenges in engineering. A system can be considered complex when its consisted of more...,"<p>Optimization of complex systems is one of the biggest challenges in engineering. A system can be considered complex when its consisted of more sub-systems and when nonlinear interactions between its various design parameters and sub-systems are present. Optimizing such systems can be a challenge for human designers who can neither directly identify optimal design points nor manualy investigate a large design space to identify optimal solutions. In order to tackle this problem, algorithmic optimization approaches are required. Genetic algorithms can successfully navigate a large and nonlinear design space but their performance is highly dependent on the selection of various hyper-parameters. At its current form the optimization problem is concerned with the design of an electric propulsion unit for small satellites. This project aims in the development of visualization tools that will aid in better understanding such complex optimization processes. By developing visualization tools for the optimization process and the sub-systems' characteristics the algorithm's performance can be further enhanced and new insights that can prove valuable for human designers can be identified.</p>
",Themistoklis Spanoudis,https://aerospaceresearch.net/?p=1812,https://summerofcode.withgoogle.com/archive/2019/projects/6650127358361600/
AerospaceResearch.net,http://www.aerospaceresearch.net,Science and medicine,7,https://aerospaceresearch.zulipchat.com/,mailto:gsoc2019@aerospaceresearch.net,"python, c/c++, java, vhdl, boinc","distributed computing, space applications, software defined radio, cubesats, simulations",Decoding of ADSB and Multi-Lateral positioning,This project is focused on tracking aircrafts with ADS-B messages. The aim is to make a smooth tracking method when the aircraft fails to report its...,"<p>This project is focused on tracking aircrafts with ADS-B messages. The aim is to make a smooth tracking method when the aircraft fails to report its position to the ground station with multi-level positioning and data fusion.
There are a lot of areas on Earth which are still not covered by radar to track aerial activities such has huge ocean masses. This project will lay down a framework in better tracking and monitoring of aircrafts using the distributed ground station network.</p>
",Shoumik Dey,https://aerospaceresearch.net/?p=1765,https://summerofcode.withgoogle.com/archive/2019/projects/5747705790332928/
AerospaceResearch.net,http://www.aerospaceresearch.net,Science and medicine,7,https://aerospaceresearch.zulipchat.com/,mailto:gsoc2019@aerospaceresearch.net,"python, c/c++, java, vhdl, boinc","distributed computing, space applications, software defined radio, cubesats, simulations",OrbitDeterminator: Community Observation Input of many station locations.,"I read the work Jorge Perez has done for GSoC 2018(especially for sun orbiting bodies) and I found it fascinating, I would really love to build upon...","<p>I read the work Jorge Perez has done for GSoC 2018(especially for sun orbiting bodies) and I found it fascinating, I would really love to build upon that and finally incorporate it in the OrbitDeterminator web-app plus I want to add some other relevant features and make the software user-friendly. Turning orbitdeterminator into a robust, reliable and customizable tool is the aim of this project.</p>
",Rakshit Bhatt,https://aerospaceresearch.net/?p=1822,https://summerofcode.withgoogle.com/archive/2019/projects/5044018348556288/
AerospaceResearch.net,http://www.aerospaceresearch.net,Science and medicine,7,https://aerospaceresearch.zulipchat.com/,mailto:gsoc2019@aerospaceresearch.net,"python, c/c++, java, vhdl, boinc","distributed computing, space applications, software defined radio, cubesats, simulations",VISual MAth: Refactoring Old Modules & Adding New Ones,"VISual MAth (visma) is an equation solver and visualiser, which can be used to solve complex mathematical equations. It not only solves the equation...","<p>VISual MAth (visma) is an equation solver and visualiser, which can be used to solve complex mathematical equations. It not only solves the equation but also displays step by step approach which is deployed in the solution. It is also capable of plotting 2D and 3D plots. My proposal is to refactor old simplify modules (to include built-in python functions) and adding new modules like Discrete Maths module, higher degree equation solvers, implementing Matrix Module in GUI, adding support for simultaneous equation solvers,  adding integration &amp; derivation modules etc. Also, I will be implementing ""Equation Scanner"" in VisMa as a side project. This would enable the user to input the equation to VisMa by providing an image of the equation. I will also be focussing on improving existing documentation and adding more documentation to the project.</p>
",Mayank Dhiman,https://aerospaceresearch.net/?p=1791,https://summerofcode.withgoogle.com/archive/2019/projects/5346225803493376/
AerospaceResearch.net,http://www.aerospaceresearch.net,Science and medicine,7,https://aerospaceresearch.zulipchat.com/,mailto:gsoc2019@aerospaceresearch.net,"python, c/c++, java, vhdl, boinc","distributed computing, space applications, software defined radio, cubesats, simulations",OrbitDeterminator: Community Observation Input of Many Station Locations,"In this project, functionality to take input from a mix of ground stations and observations of different format will be added to OrbitDeterminator....","<p>In this project, functionality to take input from a mix of ground stations and observations of different format will be added to OrbitDeterminator. Key features of this project will be:</p>
<pre><code>- An easy to use interface for the community where the existing methods and algorithms 
  can be visualized
- A provision for the addition of observation inputs of all formats from a single station
  or a mix of many stations to OrbitDeterminator
- Development of standard input and output parameters so as to ensure the conversion of
  input data to our standard input format and its further processing
- Cleaning of the current codebase with the ultimate result of a proficient beta release
  having all the new features incorporated by the end of GSoC 2019
</code></pre>
",Vidhan Arya,https://github.com/vidhanarya/GSoC2019-Orbitdeterminator/blob/master/README.md,https://summerofcode.withgoogle.com/archive/2019/projects/6243038328782848/
