organization_name,organization_url,category,num_projects,irc_channel,contact_email,technologies,topics,project_title,project_short_description,project_description,student_name,project_code_url,project_url
52° North GmbH,https://52north.org,Science and medicine,3,https://wiki.52north.org/Projects/GSoC#Contact,mailto:gsoc@52north.org,"python, javascript, android, java, react","web services, floating car data, ogc standards, trajectory analytics",Angular WPS Client library,"Develop a full-fledged Typescript based Web Processing Service (WPS) library, which will implement all features defined by OGC WPS Interface...","<p>Develop a full-fledged Typescript based Web Processing Service (WPS) library, which will implement all features defined by OGC WPS Interface standards-- such as GetCapabilities, DescribeProcess, and ExecuteProcess. Furthermore, this library will also be supported in Typescript based frameworks like Angular, as we propose to develop typescript-typings required to import our library into third-party applications. We also aim for high unit test coverage so that the users have a seamless experience using our library.</p>
",Karan Singh,https://blog.52north.org/2020/08/27/52norths-angular-wps-client-library-the-wps-ng/,https://summerofcode.withgoogle.com/archive/2020/projects/5936265230286848/
52° North GmbH,https://52north.org,Science and medicine,3,https://wiki.52north.org/Projects/GSoC#Contact,mailto:gsoc@52north.org,"python, javascript, android, java, react","web services, floating car data, ogc standards, trajectory analytics",Improvement of the Car Selection Process in the enviroCar Android App,enviroCar App is currently in fully functional state yet there are some issues which allows users to create artificial types of cars with arbitrary...,"<p>enviroCar App is currently in fully functional state yet there are some issues which allows users to create artificial types of cars with arbitrary attributes and lead to collecting wrong data which needs to be resolved and Re implementing current database layer based on sqlbrite which has been deprecated. The project also lacks some features that will be a lot helpful to users.</p>
<p>I would like to propose following idea to improve app functionality and  UX with app</p>
<ol>
<li>Improvement of the Car Selection Process in the enviroCar Android app.</li>
<li>Re implementing existing database layer currently based on sqlbrite.</li>
<li>Add a walk through screen to activities for users to know about all controls in applications</li>
</ol>
",ARVIND NEGI,https://blog.52north.org/2020/08/31/improvement-of-car-selection-process-in-envirocar-app-final-blog-post/,https://summerofcode.withgoogle.com/archive/2020/projects/6293340623994880/
52° North GmbH,https://52north.org,Science and medicine,3,https://wiki.52north.org/Projects/GSoC#Contact,mailto:gsoc@52north.org,"python, javascript, android, java, react","web services, floating car data, ogc standards, trajectory analytics",Trajectory Analytics Toolbox,The proposed project is to create a general purpose analytics toolbox in R that provides meaningful analysis of individual trajectories and...,"<p>The proposed project is to create a general purpose analytics toolbox in R that provides meaningful analysis of individual trajectories and collections of trajectories. Sample data that will be used to demonstrate functionality is enviroCar trajectory data. The analytics toolbox will offer the ability to fetch trajectory data, perform various statistical analyses of trajectory data, meaningfully visualize trajectory data in multiple ways, aggregate trajectory data, and subset trajectory data. On top of these features, the analytics toolbox will contain the capability to visualize hot-spot clusters of trajectories in cities and return analytics on these hot-spots. The software will be delivered as a R package and will be submitted to CRAN with the intention of creating a community of future contributors to this project.</p>
",John Murzaku,https://github.com/JamMurz/traviz,https://summerofcode.withgoogle.com/archive/2020/projects/5143919026765824/
AboutCode.org,https://www.aboutcode.org,Programming languages,5,https://gitter.im/aboutcode-org/discuss,mailto:pombredanne@nexb.com,"python, postgresql, javascript, c/c++, rust","machine learning, software analysis, application security, license-scan, dependencies",Add additional package metadata and lockfile parsers,"ScanCode is an opensource software and detects licenses, copyrights, package manifests & dependencies and more by scanning code. This allows to...","<p><a href=""https://github.com/nexB/scancode-toolkit"" target=""_blank"">ScanCode</a> is an opensource software and detects licenses, copyrights, package manifests &amp; dependencies and more by scanning code. This allows to automated discovery of third-party packages, licenses being used in a project. Scancode currently handles various package metadata formats, such as for npm (package.json), python (setup.py). The goal of this project is to add additional package metadata and lockfile parsers to scancode-toolkit. Scancode currently implements parsers for Python packages (setup.py, .whl), package-lock.json/npm-shrinkwrap.json
, Ruby Gems (Gemfile, Gemfile.lock), Java Jars, PHP Composer Packages, Debian .deb files/Yum .rpm files, Rust crates.</p>
<p>However, there a few formats still missing - such as:</p>
<ul>
<li>Ruby Gems (.gemspec)</li>
<li>.podspec</li>
<li>Go (go.mod, go.sum)</li>
<li>Scala (.sbt)</li>
<li>OCaml(.opam)</li>
<li>Python packages (requirements.txt, pipfile.lock)</li>
<li>Rust (cargo.lock)</li>
</ul>
",ROHIT POTTER,https://gist.github.com/rpotter12/836d52deb6a92c72e3232a18bc179d29,https://summerofcode.withgoogle.com/archive/2020/projects/6129972617412608/
AboutCode.org,https://www.aboutcode.org,Programming languages,5,https://gitter.im/aboutcode-org/discuss,mailto:pombredanne@nexb.com,"python, postgresql, javascript, c/c++, rust","machine learning, software analysis, application security, license-scan, dependencies",Enhancement of  VulnerableCode,Software development is undergoing a gradual increase in pace. The direct result of this is more software vulnerabilities. Countless vulnerabilities...,"<p>Software development is undergoing a gradual increase in pace. The direct result of this is more software vulnerabilities. Countless vulnerabilities are reported and published on different mediums. This data needs to be collected in one place. VulnerableCode aims to fulfil this need.</p>
<p>This project  enables VulnerableCode to precisely map vulnerabilities from National Vulnerability Database to the vulnerable packages, down to obtaining their package URLs. To do so the current data models are tweaked to capture more details. Data from more ecosystem-specific advisories is collected to minimize reliance on the National Vulnerability Database as well as to get more details. Finally, to allow the community to view and curate the data in a human-friendly way, a basic frontend for VulnerableCode is implemented.</p>
",Shivam Sandbhor,https://github.com/sbs2001/GSOC2020Report,https://summerofcode.withgoogle.com/archive/2020/projects/5367054590279680/
AboutCode.org,https://www.aboutcode.org,Programming languages,5,https://gitter.im/aboutcode-org/discuss,mailto:pombredanne@nexb.com,"python, postgresql, javascript, c/c++, rust","machine learning, software analysis, application security, license-scan, dependencies",Remove legacy Python code - Support latest Python 3.x - Improve 3rd party package provisioning,Python 2.7 has already retired and it will no longer be maintained therefore it  will better to drop the support of Python 2. It will also include...,"<p>Python 2.7 has already retired and it will no longer be maintained therefore it  will better to drop the support of Python 2. It will also include removal of test suite for scancode-toolkit and this project is an extension of my previous year GSoC 2019 porting project. Also to add the support for python 3.7 and python 3.8 and to improve the third party package provision.
Currently, we maintain a third party repository which locks all dependencies of scancode.But we face the following problems.
a)We supported Python 2 &amp; Python 3.6. Each version of python may need a pre-built wheel if there is native code. And to add support for python 3.7, 3.8 we have to add wheels in the third party  repo of 4 variants(oses) for each dependency.<br>
b)We support Windows, Linux, macOS and possibly FreeBSD each with some possible architecture variants. For each of these we are storing a variant for each of the Python versions above.
This creates way too many wheels that end up making ScanCode checkouts very long and tarballs too big. 
Therefore i decided to improve the provision of third party dependencies to minimise the problem we facing till now.</p>
",Abhishek Kumar,https://github.com/nexB/aboutcode/wiki/Python3-everywhere-Plus-Packaging-GSoC-2020-Final-Report,https://summerofcode.withgoogle.com/archive/2020/projects/6203496619048960/
AboutCode.org,https://www.aboutcode.org,Programming languages,5,https://gitter.im/aboutcode-org/discuss,mailto:pombredanne@nexb.com,"python, postgresql, javascript, c/c++, rust","machine learning, software analysis, application security, license-scan, dependencies","Improve ScanCode License detection accuracy, by leveraging the ClearlyDefined dataset of Scans","ScanCode license detection is using multiple techniques to accurately detect licenses based on automatons, inverted indexes, and multiple sequence...","<p>ScanCode license detection is using multiple techniques to accurately detect licenses based on automatons, inverted indexes, and multiple sequence alignments. The detection is not always accurate enough. The goal of this project is to improve the accuracy of license detection leveraging the ClearlyDefined data set, where ScanCode is used to massively scan millions of packages.</p>
<p>Some of the cases (not limited to) where this project proposes to improve license detection accuracy are:</p>
<ul>
<li>when multiple licenses are detected with a low score and some detections are incorrect.</li>
<li>when some unknown licenses may not be detected correctly.</li>
<li>text/code identical to license tags resulting in false-positives</li>
<li>when license references such as ""see license in file LICENSE.txt"" are reported as unknown license references.</li>
</ul>
<p>This project aims to write tools and create models to massively analyze the accuracy of license detection and detect areas where the accuracy could be improved. These tools and models would be reusable to assist in the semi-automated review of scan results. It will also create new license detection rules semi-automatically to fix the detected anomalies.</p>
",ayansinha23,https://github.com/nexB/scancode-results-analyzer,https://summerofcode.withgoogle.com/archive/2020/projects/4722124918358016/
AboutCode.org,https://www.aboutcode.org,Programming languages,5,https://gitter.im/aboutcode-org/discuss,mailto:pombredanne@nexb.com,"python, postgresql, javascript, c/c++, rust","machine learning, software analysis, application security, license-scan, dependencies",Fetchcode : A smart code downloader,"The goal of this project is to create a smart tool/library that provides a universal package and code download from VCS, web, ftp, etc.","<p>The goal of this project is to create a smart tool/library that provides a universal package and code download from VCS, web, ftp, etc.</p>
",Tushar Goel,https://github.com/TG1999/GSOC2020_report,https://summerofcode.withgoogle.com/archive/2020/projects/5877152756531200/
Academy Software Foundation (ASWF),http://aswf.io,Media,3,,mailto:gsoc@lists.aswf.io,"python, c/c++","cloud computing, 2d/3d graphics, filmmaking, file formats, color management","C++ and Python operators for time ranges, and C & Java language bindings","OpenTimelineIO is an interchange format and API for editorial cut information. OTIO includes opentime, a library for dealing with time. In order to...","<p>OpenTimelineIO is an interchange format and API for editorial cut information. OTIO includes opentime, a library for dealing with time. In order to deal with time intervals of clips/sequences it makes sense to have operators that help with temporal reasoning. Such operators have been given by James F. Allen. The core OTIO API is written in C++. A lot of other higher level languages are popular for tooling. Many such languages (such as Lua, Go, Ruby, etc) are not directly compatible with C++ but have ways to interact with a C-API. So it would help if we have a C wrapper for OTIO. Java is one of the most versatile languages, also powering one of the most pervasive platforms - Android. Mobile Computing is becoming more powerful and widespread by the day. Having Java bindings will help us get OTIO support to all the Java compatible platforms.</p>
",Karthik Iyer,https://karthikriyer.github.io/blog/2020/08/26/gsoc-20-final-report.html,https://summerofcode.withgoogle.com/archive/2020/projects/5696649407496192/
Academy Software Foundation (ASWF),http://aswf.io,Media,3,,mailto:gsoc@lists.aswf.io,"python, c/c++","cloud computing, 2d/3d graphics, filmmaking, file formats, color management",Cloud-pool management plugin for OpenCue,"The lack of ability of VFX and Animation studios, especially boutique studios, to scale their render hosts dynamically is an increasing problem,...","<p>The lack of ability of VFX and Animation studios, especially boutique studios, to scale their render hosts dynamically is an increasing problem, especially given the modern day demands of complexity and realism needed for CGI films. As cloud technologies like GCP/AWS/Azure are gaining popularity and becoming a reliable solution for cloud computing, this project idea is to make it easy for OpenCue users to link their setup to their cloud instance and scale render hosts in the cloud according to their requirements.</p>
",Shiva Sankar Kannan,https://www.opencue.io/blog/2020/08/27/google-summer-of-code-20-cloud-plugin/,https://summerofcode.withgoogle.com/archive/2020/projects/4739069805854720/
